ID,Player,From,To,Ht(cm),Wt(kg),Birth Date,Colleges
connele01,Lester Conner,1983,1995,193.04,180,"September 17, 1959",Oregon State University
hudsole01,Lester Hudson,2010,2015,190.5,190,"August 7, 1984",University of Tennessee at Martin
brownle02,Lewis Brown,1981,1981,210.82,225,"February 19, 1955","University of Nevada, Las Vegas"
lloydle01,Lewis Lloyd,1982,1990,198.12,205,"February 22, 1959",Drake University
kleizli01,Linas Kleiza,2006,2013,203.2,245,"January 3, 1985",University of Missouri
hunteli01,Lindsey Hunter,1994,2010,187.96,170,"December 3, 1970","Alcorn State University, Jackson State University"
johnsli01,Linton Johnson,2004,2009,203.2,205,"June 13, 1980",Tulane University
towneli01,Linton Townes,1983,1985,200.66,190,"November 30, 1959",James Madison University
chalmli01,Lionel Chalmers,2005,2005,182.88,180,"November 10, 1980",Xavier University
simmoli01,Lionel Simmons,1991,1997,200.66,210,"November 14, 1968",La Salle University
greenli01,Litterial Green,1993,1999,185.42000000000002,185,"March 7, 1970",University of Georgia
daniell01,Lloyd Daniels,1993,1998,200.66,205,"September 4, 1967",Mount San Antonio College
vandelo01,Logan Vander Velden,1996,1996,203.2,215,"April 3, 1971",University of Wisconsin-Green Bay
perralo01,London Perrantes,2018,2018,187.96,200,"October 3, 1994",University of Virginia
walkelo01,Lonnie Walker,2019,2019,195.58,205,"December 14, 1998",University of Miami
baxtelo01,Lonny Baxter,2003,2006,203.2,260,"January 27, 1979",University of Maryland
balllo01,Lonzo Ball,2018,2019,198.12,190,"October 27, 1997","University of California, Los Angeles"
meyerlo01,Loren Meyer,1996,1999,208.28,257,"December 30, 1972",Iowa State University
woodslo01,Loren Woods,2002,2008,215.9,245,"June 21, 1978","Wake Forest University, University of Arizona"
wrighlo02,Lorenzen Wright,1997,2009,210.82,225,"November 4, 1975",University of Memphis
brownlo01,Lorenzo Brown,2014,2019,195.58,189,"August 26, 1990",North Carolina State University
charllo01,Lorenzo Charles,1986,1986,200.66,225,"November 25, 1963",North Carolina State University
romarlo01,Lorenzo Romar,1981,1985,185.42000000000002,175,"November 13, 1958",University of Washington
willilo01,Lorenzo Williams,1993,2000,205.74,200,"July 15, 1969",Stetson University
amundlo01,Lou Amundson,2007,2016,205.74,220,"December 7, 1982","University of Nevada, Las Vegas"
roelo01,Lou Roe,1996,1997,200.66,220,"July 14, 1972",University of Massachusetts Amherst
willilo02,Lou Williams,2006,2019,185.42000000000002,175,"October 27, 1986",None
orrlo01,Louis Orr,1981,1988,203.2,175,"May 7, 1958",Syracuse University
moorelo01,Lowes Moore,1981,1983,185.42000000000002,170,"May 5, 1957",West Virginia University
vaughlo01,Loy Vaught,1991,2001,205.74,230,"February 27, 1968",University of Michigan
longllu01,Luc Longley,1992,2001,218.44,265,"January 19, 1969",University of New Mexico
mbahalu01,Luc Mbah a Moute,2009,2019,203.2,230,"September 9, 1986","University of California, Los Angeles"
noguelu01,Lucas Nogueira,2015,2018,213.36,241,"July 26, 1992",None
harrilu01,Lucious Harris,1994,2005,195.58,190,"December 18, 1970","California State University, Long Beach"
datomlu01,Luigi Datome,2014,2015,203.2,215,"November 27, 1987",None
florelu01,Luis Flores,2005,2005,187.96,200,"April 11, 1981","Rutgers University, Manhattan College"
montelu01,Luis Montero,2016,2018,200.66,185,"April 6, 1993",Westchester CC
scolalu01,Luis Scola,2008,2017,205.74,240,"April 30, 1980",None
doncilu01,Luka Doncic,2019,2019,200.66,218,"February 28, 1999",None
babbilu01,Luke Babbitt,2011,2018,205.74,225,"June 20, 1989","University of Nevada, Reno"
haranlu01,Luke Harangody,2011,2012,203.2,246,"January 2, 1988",University of Notre Dame
jackslu02,Luke Jackson,2005,2008,200.66,215,"November 6, 1981",University of Oregon
kennalu01,Luke Kennard,2018,2019,195.58,206,"June 24, 1996",Duke University
kornelu01,Luke Kornet,2018,2019,215.9,250,"July 15, 1995",Vanderbilt University
ridnolu01,Luke Ridnour,2004,2015,187.96,175,"February 13, 1981",University of Oregon
schenlu01,Luke Schenscher,2006,2007,215.9,255,"December 31, 1982",Georgia Institute of Technology
waltolu01,Luke Walton,2004,2013,203.2,235,"March 28, 1980",University of Arizona
zellelu01,Luke Zeller,2013,2013,210.82,245,"April 7, 1987",University of Notre Dame
denglu01,Luol Deng,2005,2019,205.74,237,"April 16, 1985",Duke University
headlu01,Luther Head,2006,2011,190.5,185,"November 26, 1982",University of Illinois at Urbana-Champaign
wrighlu01,Luther Wright,1994,1994,218.44,270,"September 22, 1971",Seton Hall University
greerly01,Lynn Greer,2007,2007,187.96,175,"October 23, 1979",Temple University
waynsma01,Maalik Wayns,2013,2014,187.96,200,"May 2, 1991",Villanova University
bastoma01,Maceo Baston,2003,2009,205.74,215,"May 29, 1975",University of Michigan
lampema01,Maciej Lampe,2004,2006,210.82,275,"February 5, 1985",None
abdulma02,Mahmoud Abdul-Rauf,1991,2001,185.42000000000002,162,"March 9, 1969",Louisiana State University
ndiayma01,Makhtar N'Diaye,1999,1999,203.2,245,"December 12, 1973","University of Michigan, University of North Carolina"
richama01,Malachi Richardson,2017,2019,198.12,205,"January 5, 1996",Syracuse University
brogdma01,Malcolm Brogdon,2017,2019,195.58,229,"December 11, 1992",University of Virginia
delanma01,Malcolm Delaney,2017,2018,190.5,190,"March 11, 1989",Virginia Polytechnic Institute and State University
leema01,Malcolm Lee,2012,2015,195.58,200,"May 22, 1990","University of California, Los Angeles"
mackema01,Malcolm Mackey,1994,1994,205.74,248,"July 11, 1970",Georgia Institute of Technology
millema01,Malcolm Miller,2018,2019,200.66,210,"March 6, 1993",College of the Holy Cross
thomama01,Malcolm Thomas,2012,2015,205.74,225,"November 8, 1988","Pepperdine University, San Diego State University"
allenma01,Malik Allen,2002,2011,208.28,255,"June 27, 1978",Villanova University
beaslma01,Malik Beasley,2017,2019,195.58,195,"November 26, 1996",Florida State University
hairsma01,Malik Hairston,2009,2010,198.12,220,"February 23, 1987",University of Oregon
monkma01,Malik Monk,2018,2019,190.5,200,"February 4, 1998",University of Kentucky
rosema01,Malik Rose,1997,2009,200.66,250,"November 23, 1974",Drexel University
sealyma01,Malik Sealy,1993,2000,203.2,190,"February 1, 1970",St. John's University
ndiayma02,Mamadou N'Diaye,2001,2005,213.36,255,"June 16, 1975",Auburn University
mathima01,Mangok Mathiang,2018,2018,208.28,230,"October 8, 1992",University of Louisville
harrima01,Manny Harris,2011,2017,195.58,185,"September 21, 1989",University of Michigan
ginobma01,Manu Ginobili,2003,2018,198.12,205,"July 28, 1977",None
bolma01,Manute Bol,1986,1995,231.14000000000001,200,"October 16, 1962",University of Bridgeport
brookma01,MarShon Brooks,2012,2019,195.58,200,"January 26, 1989",Providence College
gasolma01,Marc Gasol,2009,2019,215.9,255,"January 29, 1985",None
iavarma01,Marc Iavaroni,1983,1989,203.2,210,"September 15, 1956",University of Virginia
jacksma02,Marc Jackson,2001,2007,208.28,270,"January 16, 1975","Virginia Commonwealth University, Temple University"
huertma01,Marcelo Huertas,2016,2017,190.5,200,"May 25, 1983",None
gortama01,Marcin Gortat,2008,2019,210.82,240,"February 17, 1984",None
belinma01,Marco Belinelli,2008,2019,195.58,210,"March 25, 1986",None
banksma01,Marcus Banks,2004,2011,187.96,200,"November 19, 1981","University of Nevada, Las Vegas"
brownma01,Marcus Brown,1997,2000,190.5,185,"April 3, 1974",Murray State University
cambyma01,Marcus Camby,1997,2013,210.82,220,"March 22, 1974",University of Massachusetts Amherst
cousima01,Marcus Cousin,2011,2011,210.82,245,"December 18, 1986","Seton Hall University, University of Houston"
derrima01,Marcus Derrickson,2019,2019,200.66,249,"February 1, 1996",Georgetown University
fizerma01,Marcus Fizer,2001,2006,205.74,262,"August 10, 1978",Iowa State University
georgma01,Marcus Georges-Hunt,2017,2018,195.58,216,"March 28, 1994",Georgia Institute of Technology
haislma01,Marcus Haislip,2003,2010,208.28,230,"December 22, 1980",University of Tennessee
landrma01,Marcus Landry,2010,2010,200.66,230,"November 1, 1985",University of Wisconsin
liberma01,Marcus Liberty,1991,1994,203.2,205,"October 27, 1968",University of Illinois at Urbana-Champaign
morrima03,Marcus Morris,2012,2019,205.74,235,"September 2, 1989",University of Kansas
paigema01,Marcus Paige,2018,2018,185.42000000000002,175,"September 11, 1993",University of North Carolina
smartma01,Marcus Smart,2015,2019,193.04,220,"March 6, 1994",Oklahoma State University
thornma01,Marcus Thornton,2010,2017,193.04,205,"June 5, 1987",Louisiana State University
vincima01,Marcus Vinicius,2007,2008,203.2,225,"May 31, 1984",None
webbma01,Marcus Webb,1993,1993,205.74,255,"May 9, 1970",University of Alabama
willima03,Marcus Williams,2007,2010,190.5,205,"December 3, 1985",University of Connecticut
willima04,Marcus Williams,2008,2009,200.66,205,"November 18, 1986",University of Arizona
collima01,Mardy Collins,2007,2010,198.12,220,"August 4, 1984",Temple University
bennema01,Mario Bennett,1996,2000,198.12,235,"August 1, 1973",Arizona State University
chalmma01,Mario Chalmers,2009,2018,187.96,190,"May 19, 1986",University of Kansas
eliema01,Mario Elie,1991,2001,195.58,210,"November 26, 1963",American International College
hezonma01,Mario Hezonja,2016,2019,203.2,225,"February 25, 1995",None
kasunma01,Mario Kasun,2005,2006,215.9,260,"April 5, 1980",None
westma02,Mario West,2008,2011,195.58,210,"June 19, 1984",Georgia Institute of Technology
acresma01,Mark Acres,1988,1993,210.82,220,"November 15, 1962",Oral Roberts University
aguirma01,Mark Aguirre,1982,1994,198.12,232,"December 10, 1959",DePaul University
alarima01,Mark Alarie,1987,1991,203.2,217,"December 11, 1963",Duke University
blounma01,Mark Blount,2001,2009,213.36,230,"November 30, 1975",University of Pittsburgh
bradtma01,Mark Bradtke,1997,1997,208.28,265,"September 27, 1968",None
bryanma01,Mark Bryant,1989,2003,205.74,245,"April 25, 1965",Seton Hall University
davisma02,Mark Davis,1996,2000,200.66,210,"April 26, 1973","Howard College, Texas Tech University"
davisma01,Mark Davis,1989,1989,198.12,195,"June 8, 1963",Old Dominion University
eatonma01,Mark Eaton,1983,1993,223.52,275,"January 24, 1957","University of California, Los Angeles"
hendrma01,Mark Hendrickson,1997,2000,205.74,220,"June 23, 1974",Washington State University
jacksma01,Mark Jackson,1988,2004,185.42000000000002,180,"April 1, 1965",St. John's University
jonesma03,Mark Jones,2005,2005,198.12,215,"May 25, 1975","University of Minnesota, University of Central Florida"
jonesma02,Mark Jones,1984,1984,185.42000000000002,175,"April 10, 1961",St. Bonaventure University
maconma01,Mark Macon,1992,1999,195.58,185,"April 14, 1969",Temple University
madsema01,Mark Madsen,2001,2009,205.74,240,"January 28, 1976",Stanford University
mcnamma01,Mark McNamara,1983,1991,210.82,235,"June 8, 1959","Santa Clara University, University of California"
popema01,Mark Pope,1998,2005,208.28,235,"September 11, 1972","University of Washington, University of Kentucky"
pricema01,Mark Price,1987,1998,182.88,170,"February 15, 1964",Georgia Institute of Technology
radfoma01,Mark Radford,1982,1983,193.04,190,"July 5, 1959",Oregon State University
randama01,Mark Randall,1992,1995,203.2,235,"September 30, 1967",University of Kansas
stricma01,Mark Strickland,1995,2003,205.74,210,"July 14, 1970",Temple University
wadema01,Mark Wade,1988,1990,180.34,160,"October 15, 1965","University of Oklahoma, University of Nevada, Las Vegas"
westma01,Mark West,1984,2000,208.28,230,"November 5, 1960",Old Dominion University
brownma02,Markel Brown,2015,2018,190.5,190,"January 29, 1992",Oklahoma State University
fultzma01,Markelle Fultz,2018,2019,193.04,200,"May 29, 1998",University of Washington
morrima02,Markieff Morris,2012,2019,208.28,245,"September 2, 1989",University of Kansas
jaricma01,Marko Jaric,2003,2009,200.66,198,"October 12, 1978",None
milicma01,Marko Milic,1998,1999,198.12,235,"May 7, 1977",None
garnema01,Marlon Garnett,1999,1999,187.96,186,"July 3, 1975",Santa Clara University
maxeyma01,Marlon Maxey,1993,1994,203.2,250,"February 19, 1969","University of Minnesota, University of Texas at El Paso"
braggma01,Marques Bragg,1996,1996,203.2,230,"March 24, 1970",Providence College
chrisma01,Marquese Chriss,2017,2019,208.28,240,"July 2, 1997",University of Washington
daniema01,Marquis Daniels,2004,2013,198.12,200,"January 7, 1981",Auburn University
teaguma01,Marquis Teague,2013,2018,187.96,189,"February 28, 1993",University of Kentucky
speigma01,Marreese Speights,2009,2018,208.28,255,"August 4, 1987",University of Florida
plumlma02,Marshall Plumlee,2017,2018,213.36,250,"July 14, 1992",Duke University
webstma02,Martell Webster,2006,2015,200.66,230,"December 4, 1986",None
lewisma01,Martin Lewis,1996,1997,195.58,210,"April 28, 1975","Butler County Community College, Seward County Community College"
muursma01,Martin Muursepp,1997,1998,205.74,235,"September 26, 1974",None
nesslma01,Martin Nessley,1988,1988,218.44,260,"February 16, 1965",Duke University
conloma01,Marty Conlon,1992,2000,208.28,224,"January 19, 1968",Providence College
andrima01,Martynas Andriuskevicius,2006,2006,218.44,240,"March 12, 1986",None
baglema01,Marvin Bagley,2019,2019,210.82,234,"March 14, 1999",Duke University
willima02,Marvin Williams,2006,2019,205.74,237,"June 19, 1986",University of North Carolina
plumlma01,Mason Plumlee,2014,2019,210.82,235,"March 5, 1990",Duke University
cleavma01,Mateen Cleaves,2001,2006,187.96,205,"September 7, 1977",Michigan State University
barnema02,Matt Barnes,2004,2017,200.66,226,"March 9, 1980","University of California, Los Angeles"
bonnema01,Matt Bonner,2005,2016,208.28,235,"April 5, 1980",University of Florida
bullama01,Matt Bullard,1991,2002,208.28,215,"June 5, 1967","University of Colorado, University of Iowa"
carroma01,Matt Carroll,2004,2013,198.12,212,"August 28, 1980",University of Notre Dame
costema01,Matt Costello,2018,2018,205.74,245,"August 5, 1993",Michigan State University
fishma01,Matt Fish,1995,1997,210.82,235,"November 18, 1969",University of North Carolina at Wilmington
freijma01,Matt Freije,2005,2007,208.28,240,"October 2, 1981",Vanderbilt University
geigema01,Matt Geiger,1993,2002,213.36,243,"September 10, 1969","Auburn University, Georgia Institute of Technology"
harprma01,Matt Harpring,1999,2009,200.66,231,"May 31, 1976",Georgia Institute of Technology
malonma01,Matt Maloney,1997,2003,190.5,192,"December 6, 1971","Vanderbilt University, University of Pennsylvania"
othicma01,Matt Othick,1993,1993,187.96,165,"March 16, 1969",University of Arizona
steigma01,Matt Steigenga,1997,1997,200.66,225,"March 27, 1970",Michigan State University
walshma01,Matt Walsh,2006,2006,198.12,205,"December 2, 1982",University of Florida
wenstma01,Matt Wenstrom,1994,1994,215.9,250,"November 4, 1970",University of North Carolina
willima05,Matt Williams,2018,2018,195.58,210,"October 14, 1993",University of Central Florida
dellama01,Matthew Dellavedova,2014,2019,193.04,200,"September 8, 1990",Saint Mary's College of California
agerma01,Maurice Ager,2007,2011,195.58,202,"February 9, 1984",Michigan State University
bakerma01,Maurice Baker,2005,2005,185.42000000000002,175,"July 28, 1979",Oklahoma State University
cartema01,Maurice Carter,2004,2004,195.58,210,"October 12, 1976",Louisiana State University
evansma01,Maurice Evans,2002,2012,195.58,220,"November 8, 1978","Wichita State University, University of Texas at Austin"
harklma01,Maurice Harkless,2013,2019,205.74,220,"May 11, 1993",St. John's University
martima01,Maurice Martin,1987,1988,198.12,200,"July 2, 1964",Saint Joseph's University
ndourma01,Maurice Ndour,2017,2017,205.74,200,"June 18, 1992",Ohio University
tayloma01,Maurice Taylor,1998,2007,205.74,260,"October 30, 1976",University of Michigan
klebima01,Maxi Kleber,2018,2019,210.82,240,"January 29, 1992",None
singlmc01,McKinley Singleton,1987,1987,195.58,175,"October 29, 1961",University of Alabama at Birmingham
