Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP,Year
17,MIL,Rashad Vaughn,"University of Nevada, Las Vegas",3,139,1671,423,158,75,.337,.313,.692,12.0,3.0,1.1,0.5,-0.6,-.017,-5.6,-1.5,2015
18,HOU,Sam Dekker,University of Wisconsin,4,200,3096,1094,607,160,.478,.288,.606,15.5,5.5,3.0,0.8,5.4,.083,-1.9,0.1,2015
19,WAS,Jerian Grant,University of Notre Dame,4,273,4918,1665,524,796,.412,.324,.771,18.0,6.1,1.9,2.9,8.3,.081,-2.0,0.0,2015
20,TOR,Delon Wright,University of Utah,4,198,3807,1461,549,536,.445,.332,.796,19.2,7.4,2.8,2.7,10.5,.132,1.8,3.6,2015
21,DAL,Justin Anderson,University of Virginia,4,216,2857,1154,554,143,.419,.302,.778,13.2,5.3,2.6,0.7,4.7,.079,-1.8,0.1,2015
22,CHI,Bobby Portis,University of Arkansas,4,249,5044,2547,1534,282,.458,.361,.751,20.3,10.2,6.2,1.1,9.0,.085,-2.0,0.0,2015
23,POR,Rondae Hollis-Jefferson,University of Arizona,4,234,5530,2315,1375,460,.444,.223,.739,23.6,9.9,5.9,2.0,9.1,.079,-1.0,1.4,2015
24,CLE,Tyus Jones,Duke University,4,247,4374,1249,380,823,.419,.333,.819,17.7,5.1,1.5,3.3,8.4,.092,-1.3,0.8,2015
25,MEM,Jarell Martin,Louisiana State University,4,184,2927,998,639,114,.434,.346,.766,15.9,5.4,3.5,0.6,3.2,.053,-3.8,-1.3,2015
26,SAS,Nikola Milutinov,,,,,,,,,,,,,,,,,,,2015
27,LAL,Larry Nance Jr.,University of Wyoming,4,259,5924,1998,1685,436,.539,.295,.698,22.9,7.7,6.5,1.7,16.4,.133,2.2,6.3,2015
28,BOS,R.J. Hunter,Georgia State University,4,45,395,133,46,19,.371,.295,.818,8.8,3.0,1.0,0.4,0.4,.051,-3.3,-0.1,2015
29,BRK,Chris McCullough,Syracuse University,3,59,532,194,112,15,.426,.306,.548,9.0,3.3,1.9,0.3,0.6,.054,-2.3,0.0,2015
30,GSW,Kevon Looney,"University of California, Los Angeles",4,204,2859,911,766,194,.595,.192,.593,14.0,4.5,3.8,1.0,10.3,.172,2.3,3.1,2015
31,MIN,Cedi Osman,,2,137,3116,1229,477,236,.437,.351,.736,22.7,9.0,3.5,1.7,2.4,.036,-2.3,-0.2,2015
32,HOU,Montrezl Harrell,University of Louisville,4,255,4894,2864,1125,317,.629,.156,.629,19.2,11.2,4.4,1.2,19.2,.188,2.5,5.6,2015
33,BOS,Jordan Mickey,Louisiana State University,3,64,482,152,128,17,.449,.118,.605,7.5,2.4,2.0,0.3,0.5,.050,-4.8,-0.3,2015
34,LAL,Anthony Brown,Stanford University,3,41,762,161,103,28,.328,.286,.850,18.6,3.9,2.5,0.7,-0.2,-.016,-4.8,-0.5,2015
35,PHI,Willy Hernangomez,,3,178,2631,1254,996,189,.530,.364,.696,14.8,7.0,5.6,1.1,7.8,.142,0.1,1.4,2015
36,MIN,Rakeem Christmas,Syracuse University,2,30,225,63,57,4,.467,,.724,7.5,2.1,1.9,0.1,0.5,.105,-4.0,-0.1,2015
37,PHI,Richaun Holmes,Bowling Green State University,4,226,3825,1729,988,212,.565,.257,.706,16.9,7.7,4.4,0.9,12.4,.155,1.1,3.0,2015
38,DET,Darrun Hilliard,Villanova University,3,91,859,295,85,71,.377,.304,.747,9.4,3.2,0.9,0.8,0.3,.016,-5.1,-0.7,2015
39,CHO,Juan Pablo Vaulet,,,,,,,,,,,,,,,,,,,2015
40,MIA,Josh Richardson,University of Tennessee,4,259,7949,3134,823,742,.425,.368,.821,30.7,12.1,3.2,2.9,15.7,.095,0.8,5.6,2015
41,BRK,Pat Connaughton,University of Notre Dame,4,216,3208,996,503,251,.439,.349,.796,14.9,4.6,2.3,1.2,6.8,.101,-0.6,1.2,2015
42,UTA,Olivier Hanlan,Boston College,,,,,,,,,,,,,,,,,,2015
43,IND,Joseph Young,University of Oregon,3,127,1077,429,130,119,.393,.296,.768,8.5,3.4,1.0,0.9,0.4,.016,-5.3,-0.9,2015
44,PHO,Andrew Harrison,University of Kentucky,3,145,2987,1012,287,399,.373,.294,.779,20.6,7.0,2.0,2.8,3.2,.051,-2.7,-0.5,2015
45,BOS,Marcus Thornton,College of William & Mary,,,,,,,,,,,,,,,,,,2015
46,MIL,Norman Powell,"University of California, Los Angeles",4,255,4281,1810,538,309,.442,.345,.807,16.8,7.1,2.1,1.2,7.3,.082,-1.4,0.6,2015
47,PHI,Arturas Gudaitis,,,,,,,,,,,,,,,,,,,2015
48,OKC,Dakari Johnson,University of Kentucky,1,31,161,55,34,8,.564,,.550,5.2,1.8,1.1,0.3,0.6,.178,0.3,0.1,2015
49,WAS,Aaron White,University of Iowa,,,,,,,,,,,,,,,,,,2015
50,ATL,Marcus Eriksson,,,,,,,,,,,,,,,,,,,2015
51,ORL,Tyler Harvey,Eastern Washington University,,,,,,,,,,,,,,,,,,2015
52,DAL,Satnam Singh,,,,,,,,,,,,,,,,,,,2015
53,CLE,Sir'Dominic Pointer,St. John's University,,,,,,,,,,,,,,,,,,2015
54,UTA,Dani Diez,,,,,,,,,,,,,,,,,,,2015
55,SAS,Cady Lalanne,University of Massachusetts Amherst,,,,,,,,,,,,,,,,,,2015
56,NOP,Branden Dawson,Michigan State University,1,6,29,5,4,0,.400,,1.000,4.8,0.8,0.7,0.0,0.0,.069,-6.6,0.0,2015
57,DEN,Nikola Radicevic,,,,,,,,,,,,,,,,,,,2015
58,PHI,J.P. Tokoto,University of North Carolina,,,,,,,,,,,,,,,,,,2015
59,ATL,Dimitrios Agravanis,,,,,,,,,,,,,,,,,,,2015
60,PHI,Luka Mitrovic,,,,,,,,,,,,,,,,,,,2015
1,PHI,Ben Simmons,Louisiana State University,2,160,5432,2616,1356,1271,.554,.000,.583,34.0,16.4,8.5,7.9,17.5,.154,4.3,8.7,2016
2,LAL,Brandon Ingram,Duke University,3,190,6014,2639,897,550,.458,.329,.662,31.7,13.9,4.7,2.9,4.5,.036,-2.7,-1.0,2016
3,BOS,Jaylen Brown,University of California,3,222,5406,2496,879,278,.462,.365,.658,24.4,11.2,4.0,1.3,9.0,.080,-1.8,0.3,2016
4,PHO,Dragan Bender,,3,171,3469,907,647,209,.394,.321,.647,20.3,5.3,3.8,1.2,0.2,.002,-3.1,-1.0,2016
5,MIN,Kris Dunn,Providence College,3,176,4247,1511,574,775,.417,.323,.723,24.1,8.6,3.3,4.4,1.6,.018,-1.3,0.7,2016
6,NOP,Buddy Hield,University of Oklahoma,3,244,6527,3640,988,481,.446,.419,.874,26.8,14.9,4.0,2.0,10.0,.073,-0.4,2.7,2016
7,DEN,Jamal Murray,University of Kentucky,3,238,6776,3530,828,807,.434,.362,.879,28.5,14.8,3.5,3.4,12.0,.085,-0.7,2.2,2016
8,SAC,Marquese Chriss,University of Washington,3,197,3769,1491,885,165,.429,.296,.628,19.1,7.6,4.5,0.8,2.3,.029,-2.4,-0.4,2016
9,TOR,Jakob Poeltl,University of Utah,3,213,3423,1155,968,162,.643,.500,.560,16.1,5.4,4.5,0.8,12.3,.173,2.9,4.2,2016
10,MIL,Thon Maker,,3,195,2772,905,541,114,.421,.326,.677,14.2,4.6,2.8,0.6,4.8,.083,-1.7,0.2,2016
11,ORL,Domantas Sabonis,Gonzaga University,3,229,5280,2383,1550,445,.513,.343,.722,23.1,10.4,6.8,1.9,13.1,.119,-0.3,2.3,2016
12,UTA,Taurean Prince,Baylor University,3,196,4997,2235,745,387,.427,.380,.823,25.5,11.4,3.8,2.0,4.6,.044,-1.4,0.8,2016
13,PHO,Georgios Papagiannis,,2,39,477,160,123,29,.514,.000,.857,12.2,4.1,3.2,0.7,0.4,.044,-3.0,-0.1,2016
14,CHI,Denzel Valentine,Michigan State University,2,134,3071,1074,544,307,.399,.374,.754,22.9,8.0,4.1,2.3,3.1,.048,-1.2,0.6,2016
15,DEN,Juan Hernangomez,,3,157,2477,795,506,96,.437,.366,.764,15.8,5.1,3.2,0.6,5.1,.100,-1.3,0.4,2016
16,BOS,Guerschon Yabusele,,2,74,486,173,105,31,.442,.323,.682,6.6,2.3,1.4,0.4,1.1,.105,-1.5,0.1,2016
17,MEM,Wade Baldwin,Vanderbilt University,3,56,579,174,69,78,.355,.250,.776,10.3,3.1,1.2,1.4,-0.3,-.028,-5.7,-0.5,2016
18,DET,Henry Ellenson,Marquette University,3,76,734,325,188,43,.377,.353,.774,9.7,4.3,2.5,0.6,0.3,.022,-6.1,-0.8,2016
19,DEN,Malik Beasley,Florida State University,3,165,2627,1196,288,139,.461,.388,.789,15.9,7.2,1.7,0.8,5.0,.092,-1.7,0.2,2016
20,IND,Caris LeVert,University of Michigan,3,168,4164,1873,599,565,.437,.329,.707,24.8,11.1,3.6,3.4,5.8,.066,-0.6,1.5,2016
21,ATL,DeAndre Bembry,Saint Joseph's University,3,146,2757,924,489,279,.445,.281,.605,18.9,6.3,3.3,1.9,0.8,.014,-2.8,-0.6,2016
22,CHO,Malachi Richardson,Syracuse University,3,70,625,198,70,24,.358,.301,.783,8.9,2.8,1.0,0.3,-0.1,-.009,-6.8,-0.8,2016
23,BOS,Ante Zizic,,2,91,1296,578,380,58,.583,,.708,14.2,6.4,4.2,0.6,3.0,.110,-2.6,-0.2,2016
24,PHI,Timothe Luwawu,,3,171,2666,975,318,155,.387,.320,.820,15.6,5.7,1.9,0.9,1.8,.033,-4.5,-1.6,2016
25,LAC,Brice Johnson,University of North Carolina,2,21,107,47,34,3,.449,.000,.600,5.1,2.2,1.6,0.1,0.1,.062,-2.5,0.0,2016
26,PHI,Furkan Korkmaz,,2,62,759,302,118,56,.388,.323,.792,12.2,4.9,1.9,0.9,1.1,.070,-2.7,-0.1,2016
27,TOR,Pascal Siakam,New Mexico State University,3,216,5086,2172,1098,424,.531,.309,.743,23.5,10.1,5.1,2.0,15.5,.146,2.2,5.4,2016
28,PHO,Skal Labissiere,University of Kentucky,3,115,2028,879,493,110,.480,.375,.746,17.6,7.6,4.3,1.0,3.0,.070,-2.5,-0.3,2016
29,SAS,Dejounte Murray,University of Washington,2,119,2065,784,501,279,.441,.316,.708,17.4,6.6,4.2,2.3,3.2,.074,0.3,1.2,2016
30,GSW,Damian Jones,Vanderbilt University,3,49,584,174,112,30,.643,,.577,11.9,3.6,2.3,0.6,1.6,.129,-0.3,0.2,2016
31,BOS,Deyonta Davis,Michigan State University,3,107,1299,454,346,47,.599,.000,.635,12.1,4.2,3.2,0.4,3.6,.131,-1.4,0.2,2016
32,LAL,Ivica Zubac,,3,140,2059,970,644,118,.540,.000,.761,14.7,6.9,4.6,0.8,5.3,.124,-1.3,0.4,2016
33,LAC,Cheick Diallo,University of Kansas,3,133,1676,728,616,56,.585,.250,.747,12.6,5.5,4.6,0.4,5.0,.142,-2.6,-0.2,2016
34,PHO,Tyler Ulis,University of Kentucky,3,133,2782,998,223,537,.403,.280,.808,20.9,7.5,1.7,4.0,0.5,.008,-4.7,-1.9,2016
35,BOS,Rade Zagorac,,,,,,,,,,,,,,,,,,,2016
36,MIL,Malcolm Brogdon,University of Virginia,3,187,5250,2393,657,674,.484,.408,.895,28.1,12.8,3.5,3.6,13.4,.122,0.0,2.6,2016
37,HOU,Chinanu Onuaku,University of Louisville,2,6,74,18,14,4,.583,,1.000,12.3,3.0,2.3,0.7,0.1,.043,-4.1,0.0,2016
38,MIL,Patrick McCaw,"University of Nevada, Las Vegas",3,157,2432,585,230,187,.420,.299,.791,15.5,3.7,1.5,1.2,2.8,.056,-2.3,-0.2,2016
39,NOP,David Michineau,,,,,,,,,,,,,,,,,,,2016
40,NOP,Diamond Stone,University of Maryland,1,7,24,10,6,0,.231,,1.000,3.4,1.4,0.9,0.0,-0.1,-.211,-24.1,-0.1,2016
41,ORL,Stephen Zimmerman,"University of Nevada, Las Vegas",1,19,108,23,35,4,.323,,.600,5.7,1.2,1.8,0.2,0.0,-.005,-7.3,-0.1,2016
42,UTA,Isaiah Whitehead,Seton Hall University,2,89,1823,643,210,212,.411,.305,.788,20.5,7.2,2.4,2.4,-0.9,-.025,-4.9,-1.4,2016
43,HOU,Zhou Qi,,2,19,125,24,22,2,.212,.105,.667,6.6,1.3,1.2,0.1,-0.2,-.093,-7.1,-0.2,2016
44,ATL,Isaia Cordinier,,,,,,,,,,,,,,,,,,,2016
45,BOS,Demetrius Jackson,University of Notre Dame,3,26,136,48,19,17,.486,.286,.667,5.2,1.8,0.7,0.7,0.2,.087,-2.2,0.0,2016
46,DAL,A.J. Hammons,Purdue University,1,22,163,48,36,4,.405,.500,.450,7.4,2.2,1.6,0.2,0.0,-.001,-5.6,-0.1,2016
47,ORL,Jake Layman,University of Maryland,3,141,1736,653,257,75,.457,.302,.714,12.3,4.6,1.8,0.5,2.7,.075,-1.7,0.1,2016
48,CHI,Paul Zipser,,2,98,1667,458,256,82,.371,.335,.769,17.0,4.7,2.6,0.8,0.0,-.001,-4.8,-1.2,2016
49,DET,Michael Gbinije,Syracuse University,1,9,32,4,3,2,.100,.000,1.000,3.6,0.4,0.3,0.2,-0.1,-.136,-10.5,-0.1,2016
50,IND,Georges Niang,Iowa State University,3,91,641,265,113,43,.434,.364,.821,7.0,2.9,1.2,0.5,1.0,.073,-2.8,-0.1,2016
51,BOS,Ben Bentil,Providence College,1,3,10,0,2,0,.000,.000,,3.3,0.0,0.7,0.0,-0.1,-.473,-26.9,-0.1,2016
52,UTA,Joel Bolomboy,Weber State University,2,18,91,31,27,2,.545,.200,.500,5.1,1.7,1.5,0.1,0.3,.132,-3.7,0.0,2016
53,DEN,Petr Cornelie,,,,,,,,,,,,,,,,,,,2016
54,ATL,Kay Felder,Oakland University,2,58,526,223,59,78,.364,.268,.754,9.1,3.8,1.0,1.3,-0.4,-.041,-7.7,-0.8,2016
55,BRK,Marcus Paige,University of North Carolina,1,5,28,12,4,3,.286,.250,1.000,5.6,2.4,0.8,0.6,0.0,-.006,-6.9,0.0,2016
56,DEN,Daniel Hamilton,University of Connecticut,2,25,232,69,52,30,.394,.357,.500,9.3,2.8,2.1,1.2,0.0,.000,-5.3,-0.2,2016
57,MEM,Wang Zhelin,,,,,,,,,,,,,,,,,,,2016
58,BOS,Abdel Nader,Iowa State University,2,109,1216,387,187,46,.387,.333,.667,11.2,3.6,1.7,0.4,0.8,.030,-5.3,-1.0,2016
59,SAC,Isaiah Cousins,University of Oklahoma,,,,,,,,,,,,,,,,,,2016
60,UTA,Tyrone Wallace,University of California,2,92,1479,509,206,113,.435,.237,.674,16.1,5.5,2.2,1.2,0.5,.015,-3.8,-0.7,2016
1,PHI,Markelle Fultz,University of Washington,2,33,680,255,113,112,.414,.267,.534,20.6,7.7,3.4,3.4,0.5,.038,-3.1,-0.2,2017
2,LAL,Lonzo Ball,"University of California, Los Angeles",2,99,3203,993,611,631,.380,.315,.437,32.4,10.0,6.2,6.4,3.5,.053,1.2,2.6,2017
3,BOS,Jayson Tatum,Duke University,2,159,4893,2355,879,296,.461,.400,.840,30.8,14.8,5.5,1.9,12.0,.118,0.1,2.6,2017
4,PHO,Josh Jackson,University of Kansas,2,156,3947,1922,698,302,.415,.294,.650,25.3,12.3,4.5,1.9,-2.4,-.029,-4.6,-2.5,2017
5,SAC,De'Aaron Fox,University of Kentucky,2,154,4572,2243,508,910,.439,.345,.725,29.7,14.6,3.3,5.9,5.0,.053,-1.3,0.8,2017
6,ORL,Jonathan Isaac,Florida State University,2,102,2532,865,510,98,.419,.327,.806,24.8,8.5,5.0,1.0,4.2,.080,-0.3,1.1,2017
7,MIN,Lauri Markkanen,University of Arizona,2,120,3702,2007,978,154,.432,.362,.859,30.9,16.7,8.2,1.3,6.1,.079,-1.9,0.1,2017
8,NYK,Frank Ntilikina,,2,121,2610,709,264,371,.354,.305,.735,21.6,5.9,2.2,3.1,-1.8,-.033,-4.5,-1.7,2017
9,DAL,Dennis Smith,North Carolina State University,2,122,3557,1770,415,610,.407,.316,.668,29.2,14.5,3.4,5.0,-0.7,-.009,-2.4,-0.3,2017
10,SAC,Zach Collins,Gonzaga University,2,143,2401,804,545,123,.441,.321,.720,16.8,5.6,3.8,0.9,3.6,.072,-1.3,0.4,2017
11,CHO,Malik Monk,University of Kentucky,2,136,2112,1074,203,208,.376,.335,.871,15.5,7.9,1.5,1.5,0.3,.007,-4.1,-1.1,2017
12,DET,Luke Kennard,Duke University,2,136,2900,1171,359,238,.441,.403,.847,21.3,8.6,2.6,1.8,5.1,.085,-1.5,0.4,2017
13,DEN,Donovan Mitchell,University of Louisville,2,156,5236,3445,612,613,.434,.351,.805,33.6,22.1,3.9,3.9,10.2,.094,0.8,3.7,2017
14,MIA,Bam Adebayo,University of Kentucky,2,151,3281,1206,978,285,.550,.136,.728,21.7,8.0,6.5,1.9,11.0,.161,1.8,3.2,2017
15,POR,Justin Jackson,University of North Carolina,2,149,3120,1036,399,170,.445,.335,.765,20.9,7.0,2.7,1.1,3.9,.059,-2.5,-0.4,2017
16,CHI,Justin Patton,Creighton University,2,4,25,7,6,3,.333,.000,.500,6.3,1.8,1.5,0.8,0.0,.090,0.4,0.0,2017
17,MIL,D.J. Wilson,University of Michigan,2,70,953,301,232,55,.423,.364,.551,13.6,4.3,3.3,0.8,1.8,.090,-1.7,0.1,2017
18,IND,T.J. Leaf,"University of California, Los Angeles",2,111,981,381,207,33,.511,.356,.617,8.8,3.4,1.9,0.3,2.4,.117,-2.8,-0.2,2017
19,ATL,John Collins,Wake Forest University,2,135,3614,1965,1136,219,.566,.346,.743,26.8,14.6,8.4,1.6,11.4,.152,1.5,3.2,2017
20,POR,Harry Giles,Duke University,1,58,820,408,222,85,.503,.000,.637,14.1,7.0,3.8,1.5,1.0,.056,-2.1,0.0,2017
21,OKC,Terrance Ferguson,,2,135,2694,702,188,91,.425,.356,.754,20.0,5.2,1.4,0.7,4.0,.072,-2.1,-0.1,2017
22,BRK,Jarrett Allen,University of Texas at Austin,2,152,3537,1460,1060,159,.590,.183,.732,23.3,9.6,7.0,1.0,11.9,.161,1.6,3.2,2017
23,TOR,OG Anunoby,Indiana University,2,141,2833,907,381,102,.461,.351,.605,20.1,6.4,2.7,0.7,5.0,.085,-0.3,1.2,2017
24,UTA,Tyler Lydon,Syracuse University,2,26,96,23,18,6,.500,.400,.333,3.7,0.9,0.7,0.2,0.2,.084,-2.6,0.0,2017
25,ORL,Anzejs Pasecniks,,,,,,,,,,,,,,,,,,,2017
26,POR,Caleb Swanigan,Purdue University,2,48,367,104,118,25,.372,.133,.667,7.6,2.2,2.5,0.5,-0.2,-.031,-6.6,-0.4,2017
27,BRK,Kyle Kuzma,University of Utah,2,147,4715,2550,865,319,.453,.335,.731,32.1,17.3,5.9,2.2,7.0,.071,-1.5,0.6,2017
28,LAL,Tony Bradley,University of North Carolina,2,12,65,25,26,2,.407,.000,.750,5.4,2.1,2.2,0.2,0.1,.087,-4.7,0.0,2017
29,SAS,Derrick White,University of Colorado,2,84,1867,717,273,272,.479,.361,.762,22.2,8.5,3.3,3.2,4.1,.106,0.9,1.4,2017
30,UTA,Josh Hart,Villanova University,2,130,3176,1021,511,173,.435,.361,.695,24.4,7.9,3.9,1.3,5.5,.083,-0.4,1.3,2017
31,CHO,Frank Jackson,Duke University,1,61,1169,495,134,69,.434,.314,.740,19.2,8.1,2.2,1.1,0.4,.018,-5.0,-0.9,2017
32,PHO,Davon Reed,University of Miami,2,31,289,75,45,16,.307,.310,.667,9.3,2.4,1.5,0.5,-0.2,-.039,-6.3,-0.3,2017
33,ORL,Wesley Iwundu,Kansas State University,2,130,2253,568,321,130,.419,.304,.787,17.3,4.4,2.5,1.0,2.5,.054,-3.0,-0.6,2017
34,SAC,Frank Mason,University of Kansas,2,90,1419,608,173,231,.392,.300,.773,15.8,6.8,1.9,2.6,0.9,.029,-3.7,-0.6,2017
35,ORL,Ivan Rabb,University of California,2,85,1237,485,364,86,.555,.200,.743,14.6,5.7,4.3,1.0,3.2,.125,-1.0,0.3,2017
36,PHI,Jonah Bolden,,1,44,639,207,165,40,.494,.354,.481,14.5,4.7,3.8,0.9,1.4,.106,1.2,0.5,2017
37,BOS,Semi Ojeleye,Southern Methodist University,2,129,1744,381,247,43,.382,.318,.613,13.5,3.0,1.9,0.3,1.9,.051,-3.7,-0.8,2017
38,CHI,Jordan Bell,University of Oregon,2,125,1597,485,391,178,.570,.000,.647,12.8,3.9,3.1,1.4,4.5,.136,1.7,1.5,2017
39,PHI,Jawun Evans,Oklahoma State University,2,56,843,237,96,110,.345,.263,.776,15.1,4.2,1.7,2.0,-0.4,-.022,-5.2,-0.7,2017
40,NOP,Dwayne Bacon,Florida State University,2,96,1472,491,213,85,.432,.377,.761,15.3,5.1,2.2,0.9,1.1,.034,-4.6,-1.0,2017
41,ATL,Tyler Dorsey,University of Oregon,2,104,1672,701,243,135,.389,.350,.669,16.1,6.7,2.3,1.3,1.0,.030,-4.1,-0.9,2017
42,UTA,Thomas Bryant,Indiana University,2,87,1568,780,471,98,.606,.312,.767,18.0,9.0,5.4,1.1,5.6,.172,1.3,1.3,2017
43,HOU,Isaiah Hartenstein,,1,28,221,53,47,15,.488,.333,.786,7.9,1.9,1.7,0.5,0.5,.101,-0.6,0.1,2017
44,NYK,Damyean Dotson,University of Oregon,2,117,2478,961,346,166,.421,.361,.736,21.2,8.2,3.0,1.4,2.1,.041,-2.5,-0.3,2017
45,HOU,Dillon Brooks,University of Oregon,2,100,2680,1033,288,151,.435,.359,.745,26.8,10.3,2.9,1.5,1.2,.021,-3.5,-1.0,2017
46,PHI,Sterling Brown,Southern Methodist University,2,112,1810,589,327,109,.439,.357,.758,16.2,5.3,2.9,1.0,2.8,.074,-2.6,-0.3,2017
47,IND,Ike Anigbogu,"University of California, Los Angeles",2,14,36,13,12,1,.333,,.833,2.6,0.9,0.9,0.1,0.0,.057,-6.8,0.0,2017
48,MIL,Sindarius Thornwell,University of South Carolina,2,137,1469,344,184,86,.415,.342,.689,10.7,2.5,1.3,0.6,1.0,.034,-2.1,0.0,2017
49,DEN,Vlatko Cancar,,,,,,,,,,,,,,,,,,,2017
50,PHI,Mathias Lessort,,,,,,,,,,,,,,,,,,,2017
51,DEN,Monte Morris,Iowa State University,2,85,1995,861,196,304,.494,.412,.807,23.5,10.1,2.3,3.6,6.4,.153,0.2,1.1,2017
52,NOP,Edmond Sumner,Xavier University,2,24,212,68,25,10,.354,.259,.625,8.8,2.8,1.0,0.4,0.1,.024,-3.6,-0.1,2017
53,BOS,Kadeem Allen,University of Arizona,2,37,523,208,62,88,.436,.362,.778,14.1,5.6,1.7,2.4,0.9,.080,-2.2,0.0,2017
54,PHO,Alec Peters,Valparaiso University,1,20,225,82,37,12,.378,.310,.800,11.3,4.1,1.9,0.6,0.3,.055,-3.3,-0.1,2017
55,UTA,Nigel Williams-Goss,Gonzaga University,,,,,,,,,,,,,,,,,,2017
56,BOS,Jabari Bird,University of California,1,13,115,39,19,8,.577,.429,.462,8.8,3.0,1.5,0.6,0.2,.098,-2.1,0.0,2017
57,BRK,Aleksandar Vezenkov,,,,,,,,,,,,,,,,,,,2017
58,NYK,Ognjen Jaramaz,,,,,,,,,,,,,,,,,,,2017
59,SAS,Jaron Blossomgame,Clemson University,1,27,439,114,98,13,.443,.256,.769,16.3,4.2,3.6,0.5,0.3,.030,-4.5,-0.3,2017
60,ATL,Alpha Kaba,,,,,,,,,,,,,,,,,,,2017
1,PHO,Deandre Ayton,University of Arizona,1,71,2183,1159,729,125,.585,.000,.746,30.7,16.3,10.3,1.8,5.8,.128,0.2,1.2,2018
2,SAC,Marvin Bagley,Duke University,1,62,1567,923,471,62,.504,.313,.691,25.3,14.9,7.6,1.0,3.6,.110,-1.8,0.1,2018
3,ATL,Luka Doncic,,1,72,2318,1526,563,429,.427,.327,.713,32.2,21.2,7.8,6.0,4.9,.101,4.1,3.6,2018
4,MEM,Jaren Jackson,Michigan State University,1,58,1515,798,272,64,.506,.359,.766,26.1,13.8,4.7,1.1,3.3,.105,0.1,0.8,2018
5,DAL,Trae Young,University of Oklahoma,1,81,2503,1549,301,653,.418,.324,.829,30.9,19.1,3.7,8.1,3.3,.062,-1.1,0.6,2018
6,ORL,Mohamed Bamba,University of Texas at Austin,1,47,766,292,233,39,.481,.300,.587,16.3,6.2,5.0,0.8,1.7,.106,-0.2,0.4,2018
7,CHI,Wendell Carter,Duke University,1,44,1110,455,307,78,.485,.188,.795,25.2,10.3,7.0,1.8,1.9,.080,-0.5,0.4,2018
8,CLE,Collin Sexton,University of Alabama,1,82,2605,1371,236,243,.430,.402,.839,31.8,16.7,2.9,3.0,-0.6,-.011,-5.2,-2.1,2018
9,NYK,Kevin Knox,University of Kentucky,1,75,2158,963,335,82,.370,.343,.717,28.8,12.8,4.5,1.1,-1.3,-.030,-6.0,-2.2,2018
10,PHI,Mikal Bridges,Villanova University,1,82,2417,684,264,173,.430,.335,.805,29.5,8.3,3.2,2.1,2.9,.058,-0.2,1.1,2018
11,CHO,Shai Gilgeous-Alexander,University of Kentucky,1,82,2174,889,232,270,.476,.367,.800,26.5,10.8,2.8,3.3,3.3,.074,-0.3,0.9,2018
12,LAC,Miles Bridges,Michigan State University,1,80,1696,597,323,95,.464,.325,.753,21.2,7.5,4.0,1.2,2.9,.083,-0.6,0.6,2018
13,LAC,Jerome Robinson,Boston College,1,33,320,112,41,19,.400,.316,.667,9.7,3.4,1.2,0.6,0.1,.012,-4.3,-0.2,2018
14,DEN,Michael Porter,University of Missouri,,,,,,,,,,,,,,,,,,2018
15,WAS,Troy Brown,University of Oregon,1,52,730,248,145,80,.415,.319,.681,14.0,4.8,2.8,1.5,0.6,.039,-3.7,-0.3,2018
16,PHO,Zhaire Smith,Texas Tech University,1,6,111,40,13,10,.412,.375,.750,18.5,6.7,2.2,1.7,0.1,.048,-4.0,-0.1,2018
17,MIL,Donte DiVincenzo,Villanova University,1,27,411,131,65,31,.403,.265,.750,15.2,4.9,2.4,1.1,0.6,.069,-1.8,0.0,2018
18,SAS,Lonnie Walker,University of Miami,1,17,118,45,17,9,.348,.385,.800,6.9,2.6,1.0,0.5,0.0,.019,-4.4,-0.1,2018
19,ATL,Kevin Huerter,University of Maryland,1,75,2048,727,245,214,.419,.385,.732,27.3,9.7,3.3,2.9,1.5,.034,-1.9,0.1,2018
20,MIN,Josh Okogie,Georgia Institute of Technology,1,74,1757,570,218,91,.386,.279,.728,23.7,7.7,2.9,1.2,1.2,.034,-1.7,0.1,2018
21,UTA,Grayson Allen,Duke University,1,38,416,211,23,25,.376,.323,.750,10.9,5.6,0.6,0.7,0.0,.002,-6.8,-0.5,2018
22,CHI,Chandler Hutchison,Boise State University,1,44,895,229,185,34,.459,.280,.605,20.3,5.2,4.2,0.8,0.6,.030,-4.3,-0.5,2018
23,IND,Aaron Holiday,"University of California, Los Angeles",1,50,646,294,67,87,.401,.339,.820,12.9,5.9,1.3,1.7,0.9,.065,-2.6,-0.1,2018
24,POR,Anfernee Simons,,1,20,141,75,13,13,.444,.345,.563,7.1,3.8,0.7,0.7,0.1,.020,-6.3,-0.2,2018
25,LAL,Moritz Wagner,University of Michigan,1,43,446,207,85,24,.415,.286,.811,10.4,4.8,2.0,0.6,0.2,.020,-5.1,-0.3,2018
26,PHI,Landry Shamet,Wichita State University,1,79,1802,722,134,117,.431,.422,.806,22.8,9.1,1.7,1.5,3.6,.095,-1.0,0.5,2018
27,BOS,Robert Williams,Texas A&M University,1,32,283,81,81,7,.706,,.600,8.8,2.5,2.5,0.2,1.2,.201,4.4,0.5,2018
